batch:10  lamda:100.0
epoch,dis_loss,gan_mae,gan_entropy,validation_mae,validation_entropy
514,0.275976,6.09813,5.70748,3.96926,4.14802
515,2.19569e-05,2.69385,3.10241,3.54132,3.68968
516,0.00195715,2.68401,2.36947,3.14169,2.9299
517,4.51574e-06,2.4113,2.59927,2.92669,3.26581
518,1.42281e-05,2.53564,2.38229,2.57242,2.74959
519,0.0519,2.61453,2.39717,11.2064,11.6891
520,0.476887,7.53133,8.67746,11.5569,12.5939
521,0.198042,6.61792,6.90721,11.5304,10.7593
522,0.306552,8.56232,8.95437,8.22082,7.66632
523,0.295024,5.43852,6.00361,7.00375,5.56723
524,0.292037,3.58241,3.70507,12.2275,12.128
525,0.247579,6.36483,6.60597,7.81984,8.39701
526,0.224462,6.95721,7.04587,6.92865,7.04739
527,0.26892,6.11861,5.37443,4.93718,4.43167
528,0.230399,5.98083,5.17188,7.96222,8.27648
529,0.233644,7.10466,6.29321,5.91459,5.65671
530,0.21116,8.9479,8.20796,4.45409,4.31514
531,0.212888,6.06457,5.86132,5.11389,5.43644
532,0.176669,5.63128,6.08827,5.13774,4.75834
533,0.216031,5.32003,5.51146,4.66565,4.53862
534,0.253043,6.11314,8.46351,4.85061,5.15481
535,0.165823,6.52769,5.23994,6.51073,6.25843
536,0.425013,6.89569,5.02078,14.1047,14.5226
537,0.177797,7.09702,8.3177,6.93733,6.96624
538,0.307471,4.24322,3.63237,6.41325,6.84313
539,0.30376,6.52707,7.54974,7.16737,7.4747
540,0.391718,4.47851,5.46771,9.66093,9.9621
541,0.344473,5.19238,5.19014,6.62085,6.2975
542,0.233637,8.67493,9.36553,5.79162,5.41735
543,0.203543,6.49261,6.44329,6.83381,6.92007
544,0.23728,6.52066,8.13423,10.0163,10.087
545,0.247688,5.95236,5.34154,9.10685,7.89611
546,0.307371,7.05359,8.33018,4.00826,3.66812
547,0.328766,5.3503,7.85652,9.8511,9.86606
548,0.403166,5.45482,5.53599,7.83022,8.22051
549,0.327503,5.82502,6.61275,7.34599,6.67589
550,0.459534,5.63956,5.98709,8.06311,7.59768
551,0.209977,5.37857,4.92387,5.85623,5.86136
552,0.267168,5.80102,6.20412,8.60335,7.6532
553,0.265242,7.60102,7.34116,4.04277,3.88684
554,0.300665,5.93886,7.76522,5.26627,5.14361
555,0.375076,6.89826,6.99293,4.36126,4.0669
556,0.341453,6.9186,10.0269,5.31115,5.29536
557,0.31689,6.0905,6.13894,8.68317,8.98027
558,0.37434,8.35282,7.53105,7.96262,8.0323
559,0.28217,6.54264,6.45356,8.53984,8.51762
560,0.487304,9.12265,9.49667,7.88573,7.95344
561,0.264053,10.7275,6.89433,7.24935,7.67651
562,0.236062,7.79659,5.98937,3.9629,4.17276
563,0.125367,5.76454,5.20182,3.92351,4.14498
564,0.178348,5.23394,4.85128,4.10309,4.38391
565,0.191181,5.22799,6.68973,3.92749,4.09037
566,0.357948,5.33228,5.1188,10.3095,10.5005
567,0.399583,8.22227,7.73377,5.28604,5.08404
568,0.412538,7.53853,7.5478,9.42215,9.16079
569,0.292438,8.59433,6.78503,9.16884,8.94757
570,0.31116,5.31006,5.40418,6.0267,6.32014
571,0.373661,6.15716,5.96655,11.5336,10.5173
572,0.263849,5.66532,5.63884,5.21691,4.56975
573,0.190296,5.32575,4.3434,5.74471,6.53732
574,0.193688,4.02782,3.75152,4.58861,4.61013
575,0.341101,5.3636,5.82663,3.36897,3.24025
576,0.158251,5.33801,7.05907,3.49763,3.16119
577,0.176067,5.37191,6.62829,4.80792,8.17175
578,0.221279,9.78649,8.59424,6.84141,6.04514
579,0.206232,4.89196,4.93983,9.05488,8.0234
580,0.200832,4.65571,3.9507,3.93992,4.10452
581,0.195325,3.8239,5.4283,10.3508,10.6229
582,0.191492,6.30816,6.86052,6.20914,6.51117
583,0.222459,5.32402,6.32984,5.1506,4.75398
584,0.210452,6.13434,6.26677,10.3723,11.8306
585,0.123774,6.89781,6.42908,7.14592,5.29992
586,0.182569,4.67813,4.55347,4.70238,5.28812
587,0.274806,7.54648,7.43507,6.45582,5.90564
588,0.374661,6.39106,7.07783,5.08253,5.178
589,0.278961,8.1924,6.48801,3.63974,3.91915
590,0.347779,4.84282,6.76339,7.45296,8.75826
591,0.205669,3.74617,3.58783,7.10106,7.02514
592,0.156879,3.28873,5.01905,3.80715,4.47312
593,0.178461,3.3774,4.39206,9.01639,8.8053
594,0.529177,5.90164,5.99735,5.20364,5.16777
595,0.358466,8.05638,8.18417,7.16905,5.92342
596,0.382827,6.73228,6.27928,7.4106,7.53562
597,0.370464,7.63836,9.18921,6.15991,6.07717
598,0.361817,7.36335,7.83954,6.15585,3.94038
599,0.12189,9.48813,7.89563,6.09327,4.6921
600,0.177988,6.49644,5.36129,5.44205,6.69398
601,0.125924,5.89866,7.05336,4.99395,5.03547
602,0.0499006,5.06216,5.21971,8.23823,7.98702
603,0.0464799,3.04107,2.96377,8.6222,9.3196
604,0.0464734,3.35865,2.57891,7.3206,6.796
605,0.0745412,2.92007,2.73237,9.97723,9.97555
606,0.101292,4.53663,5.27455,9.55777,9.13992
607,0.116821,3.19951,3.90206,8.21163,8.50222
608,0.147923,4.61153,4.21732,8.17094,8.68226
609,0.099672,5.61925,4.7641,4.2533,4.29873
610,0.13479,5.95568,5.49838,8.48136,9.01505
611,0.10679,7.88873,7.30843,4.75452,4.97501
612,0.0563619,5.55317,6.27754,6.30109,6.27997
613,0.0784677,5.87415,5.53337,4.72709,5.19699
614,0.264078,5.90838,5.57397,4.42849,4.89763
615,0.240643,8.41085,7.91439,3.92476,3.699
616,0.098365,7.30898,6.92073,4.5732,3.92993
